,v3_original_large_layer,v3_original_combined_three_layer,pullback_10_12_large_layer,pullback_10_12_combined_three_layer,0050_BH
2022-03-31,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1127379.5065000001
2022-04-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1118064.5065000001
2022-04-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1112394.5065000001
2022-04-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1092549.5065000001
2022-04-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1098624.5065000001
2022-04-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1081614.5065000001
2022-04-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1082424.5065000001
2022-04-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1102674.5065000001
2022-04-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1098624.5065000001
2022-04-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1079994.5065000001
2022-04-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1074324.5065000001
2022-04-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1077969.5065000001
2022-04-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1083234.5065000001
2022-04-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1084044.5065000001
2022-04-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1074729.5065000001
2022-04-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1055694.5065000001
2022-04-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1055694.5065000001
2022-04-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1033824.5065
2022-04-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1038279.5065
2022-04-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1051644.5065000001
2022-05-03,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1043949.5065
2022-05-04,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1043949.5065
2022-05-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1055694.5065000001
2022-05-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1034634.5065
2022-05-09,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1017624.5065
2022-05-10,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1013169.5065
2022-05-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1014789.5065
2022-05-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,990894.5065
2022-05-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,999804.5065
2022-05-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1005069.5065
2022-05-17,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1016004.5065
2022-05-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1026939.5065
2022-05-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1007499.5065
2022-05-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1018434.5065
2022-05-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1020459.5065
2022-05-24,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1009119.5065
2022-05-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1016814.5065
2022-05-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1004259.5065
2022-05-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1025319.5065
2022-05-30,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1050024.5065000001
2022-05-31,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1060149.5065000001
2022-06-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1054884.5065000001
2022-06-02,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1043949.5065
2022-06-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1051239.5065
2022-06-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1040709.5065
2022-06-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1052049.5065000001
2022-06-09,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1048809.5065000001
2022-06-10,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1038279.5065
2022-06-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1009524.5065
2022-06-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1007904.5065
2022-06-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1003044.5065
2022-06-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,1001019.5065
2022-06-17,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,987654.5065
2022-06-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,978744.5065
2022-06-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,998589.5065
2022-06-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,976719.5065
2022-06-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,963759.5065
2022-06-24,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,965784.5065
2022-06-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,988464.5065
2022-06-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,979149.5065
2022-06-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,971049.5065
2022-06-30,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,946749.5065
2022-07-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,912324.5065
2022-07-04,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,903414.5065
2022-07-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,907869.5065
2022-07-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,890454.5065
2022-07-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,916779.5065
2022-07-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,926094.5065
2022-07-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,917994.5065
2022-07-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,896124.5065
2022-07-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,927714.5065
2022-07-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,932169.5065
2022-07-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,944319.5065
2022-07-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,933789.5065
2022-07-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,934599.5065
2022-07-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,940674.5065
2022-07-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,951204.5065
2022-07-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954849.5065
2022-07-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954039.5065
2022-07-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,945534.5065
2022-07-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954039.5065
2022-07-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,955659.5065
2022-07-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,964569.5065
2022-08-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,961734.5065
2022-08-02,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,944724.5065
2022-08-03,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,950394.5065
2022-08-04,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,952824.5065
2022-08-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,976719.5065
2022-08-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,974694.5065
2022-08-09,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,973884.5065
2022-08-10,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,963759.5065
2022-08-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,981174.5065
2022-08-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,987249.5065
2022-08-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,996159.5065
2022-08-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,997779.5065
2022-08-17,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,998184.5065
2022-08-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,991704.5065
2022-08-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,993324.5065
2022-08-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,979149.5065
2022-08-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,966189.5065
2022-08-24,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,963759.5065
2022-08-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,972669.5065
2022-08-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,977529.5065
2022-08-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,952824.5065
2022-08-30,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954444.5065
2022-08-31,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,961329.5065
2022-09-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,941484.5065
2022-09-02,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,931359.5065
2022-09-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,933384.5065
2022-09-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,939459.5065
2022-09-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,917589.5065
2022-09-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,924069.5065
2022-09-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,943509.5065
2022-09-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,948369.5065
2022-09-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,929334.5065
2022-09-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,930954.5065
2022-09-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,920424.5065
2022-09-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,916374.5065
2022-09-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,924474.5065
2022-09-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,916779.5065
2022-09-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,905844.5065
2022-09-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,897339.5065
2022-09-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,880734.5065
2022-09-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,879519.5065
2022-09-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,861294.5065
2022-09-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,858459.5065
2022-09-30,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,846714.5065
2022-10-03,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,836589.5065
2022-10-04,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,857649.5065
2022-10-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,877494.5065
2022-10-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,883569.5065
2022-10-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,868989.5065
2022-10-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,824439.5065
2022-10-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,820389.5065
2022-10-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,810669.5065
2022-10-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,833754.5065
2022-10-17,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,818364.5065
2022-10-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,827679.5065
2022-10-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,816744.5065
2022-10-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,812289.5065
2022-10-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,809859.5065
2022-10-24,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,807429.5065
2022-10-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,792039.5065
2022-10-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,799329.5065
2022-10-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,810669.5065
2022-10-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,800544.5065
2022-10-31,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,811074.5065
2022-11-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,815529.5065
2022-11-02,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,818769.5065
2022-11-03,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,808239.5065
2022-11-04,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,809454.5065
2022-11-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,823224.5065
2022-11-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,831729.5065
2022-11-09,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,855219.5065
2022-11-10,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,847119.5065
2022-11-11,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,891669.5065
2022-11-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,899769.5065
2022-11-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,937839.5065
2022-11-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,936219.5065
2022-11-17,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,936624.5065
2022-11-18,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,934194.5065
2022-11-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,930954.5065
2022-11-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,938649.5065
2022-11-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,945129.5065
2022-11-24,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954039.5065
2022-11-25,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,954039.5065
2022-11-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,935004.5065
2022-11-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,943509.5065
2022-11-30,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,951204.5065
2022-12-01,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,967404.5065
2022-12-02,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,958899.5065
2022-12-05,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,960114.5065
2022-12-06,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,942699.5065
2022-12-07,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,937029.5065
2022-12-08,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,926094.5065
2022-12-09,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,940269.5065
2022-12-12,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,931359.5065
2022-12-13,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,927309.5065
2022-12-14,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,938649.5065
2022-12-15,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,939459.5065
2022-12-16,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,924069.5065
2022-12-19,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,918804.5065
2022-12-20,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,902199.5065
2022-12-21,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,905844.5065
2022-12-22,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,920829.5065
2022-12-23,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,905439.5065
2022-12-26,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,908679.5065
2022-12-27,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,912729.5065
2022-12-28,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,899769.5065
2022-12-29,1026609.9327187978,941102.1013523751,1000000.0,867633.7678107502,895719.5065
2022-12-30,1026609.9327187978,941102.1013523751,1001321.994275,867633.7678107502,901389.5065
2023-01-03,1026609.9327187978,941102.1013523751,1011121.994275,867633.7678107502,905844.5065
2023-01-04,1026609.9327187978,941102.1013523751,1011121.994275,867633.7678107502,903819.5065
2023-01-05,1026609.9327187978,941102.1013523751,1008321.994275,867633.7678107502,910299.5065
2023-01-06,1026609.9327187978,941102.1013523751,1012521.994275,867633.7678107502,914349.5065
2023-01-09,1026609.9327187978,941102.1013523751,1020921.994275,867633.7678107502,946749.5065
2023-01-10,1026609.9327187978,941102.1013523751,1020221.994275,867633.7678107502,950394.5065
2023-01-11,1026609.9327187978,941102.1013523751,1009021.994275,867633.7678107502,951204.5065
2023-01-12,1026609.9327187978,941102.1013523751,1005521.994275,867633.7678107502,947154.5065
2023-01-13,1026609.9327187978,941102.1013523751,1007621.994275,867633.7678107502,958089.5065
2023-01-16,1026609.9327187978,941102.1013523751,1009021.994275,867633.7678107502,965379.5065
2023-01-17,1026609.9327187978,941102.1013523751,1006221.994275,867633.7678107502,965379.5065
2023-01-30,1026609.9327187978,941102.1013523751,1012521.994275,867633.7678107502,986439.5065
2023-01-31,1026609.9327187978,941102.1013523751,1014621.994275,867633.7678107502,966999.5065
2023-02-01,1026609.9327187978,941102.1013523751,1015321.994275,867633.7678107502,972669.5065
2023-02-02,1026609.9327187978,941102.1013523751,1014621.994275,867633.7678107502,988869.5065
2023-02-03,1026609.9327187978,941102.1013523751,1008321.994275,867633.7678107502,988869.5065
2023-02-06,1026609.9327187978,941102.1013523751,1011121.994275,867633.7678107502,974694.5065
2023-02-07,1026609.9327187978,941102.1013523751,1016021.994275,867633.7678107502,972669.5065
2023-02-08,1026609.9327187978,941102.1013523751,1015321.994275,867633.7678107502,987654.5065
2023-02-09,1026609.9327187978,941102.1013523751,1013921.994275,867633.7678107502,988059.5065
2023-02-10,1026609.9327187978,941102.1013523751,1009721.994275,867633.7678107502,988869.5065
2023-02-13,1026609.9327187978,941102.1013523751,1011121.994275,867633.7678107502,986844.5065
2023-02-14,1026609.9327187978,941102.1013523751,1011121.994275,867633.7678107502,994134.5065
2023-02-15,1026609.9327187978,941102.1013523751,1008321.994275,867633.7678107502,971454.5065
2023-02-16,1026609.9327187978,941102.1013523751,1012521.994275,867633.7678107502,983199.5065
2023-02-17,1026609.9327187978,941102.1013523751,1013221.994275,867633.7678107502,970644.5065
2023-02-20,1026609.9327187978,941102.1013523751,1018121.994275,867633.7678107502,972669.5065
2023-02-21,1026609.9327187978,941102.1013523751,1016721.994275,867633.7678107502,972264.5065
2023-02-22,1026609.9327187978,941102.1013523751,1016721.994275,867633.7678107502,961734.5065
2023-02-23,1026609.9327187978,941102.1013523751,1037721.994275,867633.7678107502,975909.5065
2023-02-24,1026609.9327187978,941102.1013523751,1024421.994275,867633.7678107502,971049.5065
2023-03-01,1026609.9327187978,941102.1013523751,1018821.994275,867633.7678107502,975504.5065
2023-03-02,1026609.9327187978,941102.1013523751,1019521.994275,867633.7678107502,974694.5065
2023-03-03,1026609.9327187978,941102.1013523751,1021621.994275,867633.7678107502,975504.5065
2023-03-06,1026609.9327187978,941102.1013523751,1021621.994275,867633.7678107502,984819.5065
2023-03-07,1026609.9327187978,941102.1013523751,1018821.994275,867633.7678107502,991299.5065
2023-03-08,1026609.9327187978,941102.1013523751,1013921.994275,867633.7678107502,983199.5065
2023-03-09,1026609.9327187978,941102.1013523751,1013221.994275,867633.7678107502,982389.5065
2023-03-10,1026609.9327187978,941102.1013523751,999921.994275,867633.7678107502,966999.5065
2023-03-13,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,971049.5065
2023-03-14,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,960519.5065
2023-03-15,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,961329.5065
2023-03-16,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,956874.5065
2023-03-17,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,972264.5065
2023-03-20,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,965379.5065
2023-03-21,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,969834.5065
2023-03-22,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,988059.5065
2023-03-23,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,995754.5065
2023-03-24,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,998589.5065
2023-03-27,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,992514.5065
2023-03-28,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,984009.5065
2023-03-29,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,985629.5065
2023-03-30,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,990489.5065
2023-03-31,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,993729.5065
2023-04-06,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,988869.5065
2023-04-07,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,988869.5065
2023-04-10,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,988869.5065
2023-04-11,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,987654.5065
2023-04-12,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,985224.5065
2023-04-13,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,976719.5065
2023-04-14,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,986034.5065
2023-04-17,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,983604.5065
2023-04-18,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,980364.5065
2023-04-19,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,973074.5065
2023-04-20,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,971859.5065
2023-04-21,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,969429.5065
2023-04-24,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,965784.5065
2023-04-25,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,953229.5065
2023-04-26,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,949179.5065
2023-04-27,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,948369.5065
2023-04-28,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,959709.5065
2023-05-02,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,962139.5065
2023-05-03,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,958089.5065
2023-05-04,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,960519.5065
2023-05-05,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,962949.5065
2023-05-08,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,969024.5065
2023-05-09,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,971859.5065
2023-05-10,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,962949.5065
2023-05-11,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,960924.5065
2023-05-12,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,958089.5065
2023-05-15,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,958089.5065
2023-05-16,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,969429.5065
2023-05-17,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,985224.5065
2023-05-18,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,998184.5065
2023-05-19,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1001019.5065
2023-05-22,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,999399.5065
2023-05-23,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,998589.5065
2023-05-24,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,993729.5065
2023-05-26,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1028964.5065
2023-05-29,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1035444.5065
2023-05-30,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1035444.5065
2023-05-31,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1030584.5065
2023-06-01,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1022484.5065
2023-06-02,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1035444.5065
2023-06-05,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1032204.5065
2023-06-06,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1035039.5065
2023-06-07,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1046379.5065
2023-06-08,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1036254.5065
2023-06-09,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1043949.5065
2023-06-12,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1053669.5065000001
2023-06-13,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1074324.5065000001
2023-06-14,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1073919.5065000001
2023-06-15,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1077159.5065000001
2023-06-16,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1074324.5065000001
2023-06-19,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1071894.5065000001
2023-06-20,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1066224.5065000001
2023-06-21,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1066224.5065000001
2023-06-26,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1059744.5065000001
2023-06-27,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1052859.5065000001
2023-06-28,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1054479.5065000001
2023-06-29,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1054074.5065000001
2023-06-30,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1054479.5065000001
2023-07-03,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1067439.5065000001
2023-07-04,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1069869.5065000001
2023-07-05,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1068249.5065000001
2023-07-06,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1044759.5065
2023-07-07,1026609.9327187978,941102.1013523751,993752.0402749999,867633.7678107502,1043139.5065
